shop_id,2016/10/25  view,2016/10/26  view,2016/10/27  view,2016/10/28  view,2016/10/29  view,2016/10/30  view,2016/10/31  view
1694,1,0,0,0,2,0,2
1695,0,3,0,0,2,0,0
1696,1,0,0,1,0,1,0
1697,2,2,6,5,6,4,6
1698,1,1,1,2,5,0,5
1699,26,23,12,9,16,21,19
1700,11,16,12,20,22,17,13
1701,2,9,3,5,3,5,3
1702,1,4,3,1,2,4,3
1703,9,3,5,2,12,2,13
1704,8,5,9,10,9,6,21
1705,1,0,0,0,0,1,2
1706,0,0,1,0,4,5,1
1707,5,9,12,11,7,12,5
1708,0,4,0,3,0,2,1
1709,4,2,0,2,0,0,0
1710,21,15,5,10,9,13,6
1711,0,1,1,4,0,1,2
1712,30,48,23,30,20,29,49
1713,2,2,6,6,12,6,6
1714,3,2,3,4,2,4,10
1715,2,9,7,18,18,20,7
1716,4,2,4,3,1,1,2
1717,17,16,12,8,15,19,21
1718,4,9,6,5,5,3,4
1719,3,9,6,7,3,5,7
1720,23,22,17,18,19,19,17
1721,3,2,1,2,1,1,0
1722,13,2,2,2,2,5,3
1723,28,35,54,28,46,24,74
1724,1,2,4,1,2,8,4
1725,8,9,10,6,11,8,8
1726,27,32,35,29,45,59,43
1727,3,4,5,2,8,4,6
1728,0,0,4,3,0,1,2
1729,4,4,7,6,4,10,1
1730,42,46,41,51,64,67,49
1731,0,1,0,0,0,0,2
1732,16,23,15,21,48,37,13
1733,2,5,2,3,1,1,2
1734,1,0,0,1,1,0,0
1735,15,8,14,12,13,31,12
1736,2,4,7,3,10,7,1
1737,7,7,2,4,5,10,5
1738,0,0,1,0,1,1,0
1739,12,15,12,15,22,6,11
1740,1,0,0,1,1,1,2
1741,1,0,1,3,3,0,1
1742,6,1,3,1,2,0,7
1743,4,8,3,4,17,7,16
1744,14,7,5,13,17,17,23
1745,44,37,31,33,68,61,49
1746,11,11,10,10,14,15,7
1747,4,3,6,4,20,11,4
1748,26,34,32,22,42,50,41
1749,0,4,5,1,2,3,2
1750,3,7,6,8,10,12,20
1751,25,15,13,15,27,24,27
1752,0,0,0,0,0,0,0
1753,2,3,3,1,1,0,0
1754,2,5,5,5,5,0,3
1755,3,3,4,2,5,6,0
1756,16,19,23,28,31,48,26
1757,0,0,0,0,0,0,0
1758,4,3,5,8,13,15,9
1759,7,6,7,1,3,4,1
1760,16,16,14,21,19,20,22
1761,31,14,16,23,32,50,9
1762,2,2,3,0,3,6,8
1763,17,7,4,7,22,9,10
1764,0,0,2,0,2,0,0
1765,18,15,18,13,17,19,31
1766,1,0,1,1,1,0,0
1767,4,6,8,19,6,16,21
1768,6,3,3,4,7,6,3
1769,1,0,3,0,15,5,0
1770,6,9,3,7,8,17,9
1771,1,0,2,3,6,3,4
1772,1,3,2,2,4,2,0
1773,12,8,18,13,9,11,9
1774,6,4,3,2,5,5,3
1775,43,17,17,19,29,44,18
1776,10,9,11,12,24,11,12
1777,1,6,5,3,6,6,3
1778,0,2,0,0,0,3,4
1779,14,7,9,7,15,5,26
1780,11,5,6,12,18,15,15
1781,1,5,3,9,0,3,4
1782,0,0,0,0,0,0,0
1783,42,43,49,58,57,76,62
1784,29,29,30,27,35,27,49
1785,3,1,1,0,3,1,3
1786,196,258,209,186,179,290,193
1787,5,7,2,3,2,9,5
1788,70,53,56,64,68,61,68
1789,5,1,3,2,3,4,2
1790,13,13,11,12,11,16,20
1791,10,7,19,8,6,15,14
1792,8,2,10,14,11,13,13
1793,0,0,0,4,0,0,0
1794,4,7,4,5,8,8,7
1795,6,1,6,2,9,8,5
1796,4,10,9,4,13,8,4
1797,3,3,1,3,1,3,5
1798,7,4,3,4,1,4,1
1799,1,3,0,1,0,1,4
1800,8,14,6,17,20,12,19
1801,47,48,41,27,59,55,30
1802,6,4,5,4,9,10,10
1803,6,4,12,12,6,8,7
1804,19,14,12,20,52,53,12
1805,20,20,14,12,17,29,18
1806,0,0,0,0,4,1,0
1807,11,14,11,14,41,51,11
1808,13,7,3,2,7,7,11
1809,8,6,3,13,12,6,19
1810,1,5,2,8,7,3,5
1811,1,0,1,0,2,0,1
1812,8,12,4,11,4,11,5
1813,3,9,7,3,12,5,1
1814,7,4,5,5,2,1,0
1815,0,0,0,0,1,0,1
1816,4,4,8,1,5,9,3
1817,15,21,22,24,17,15,13
1818,6,5,3,4,7,2,8
1819,1,5,0,7,3,4,11
1820,7,8,7,6,16,19,14
1821,26,25,39,49,101,87,83
1822,4,2,4,4,2,3,4
1823,176,193,258,267,290,303,252
1824,5,4,12,9,16,3,3
1825,6,4,6,1,11,17,6
1826,7,5,9,4,9,4,17
1827,1,10,1,2,5,1,3
1828,14,17,18,13,10,21,20
1829,24,14,10,15,34,32,25
1830,15,26,21,32,35,29,7
1831,2,11,3,5,1,12,13
1832,1,0,0,0,3,2,0
1833,3,13,10,4,13,7,15
1834,0,1,1,1,0,0,0
1835,15,11,10,6,9,16,7
1836,10,13,10,13,27,34,24
1837,5,12,8,10,9,9,4
1838,3,1,3,1,1,0,1
1839,16,11,12,9,15,16,6
1840,4,6,3,3,9,10,2
1841,7,7,16,12,19,25,17
1842,1,5,8,3,4,7,8
1843,0,0,0,1,1,0,1
1844,15,15,13,18,19,21,10
1845,0,0,1,1,0,1,0
1846,19,15,16,21,37,44,29
1847,2,2,1,0,0,4,2
1848,43,44,37,54,67,70,67
1849,1,1,0,2,5,1,3
1850,1,4,1,5,2,2,2
1851,5,6,11,3,1,12,5
1852,1,1,1,1,2,0,2
1853,17,17,10,8,15,9,13
1854,5,5,4,3,6,4,3
1855,0,0,4,2,0,2,3
1856,3,5,1,1,1,1,5
1857,4,8,4,7,8,11,6
1858,1,4,0,0,1,3,0
1859,26,44,41,29,41,45,57
1860,4,3,4,4,6,6,0
1861,16,15,14,4,6,17,24
1862,1,2,2,4,3,6,0
1863,1,2,3,4,8,4,2
1864,0,1,2,1,1,2,1
1865,4,6,15,7,20,18,15
1866,3,2,7,6,1,5,3
1867,4,10,3,1,1,3,2
1868,25,18,21,21,32,17,18
1869,42,44,35,23,49,44,36
1870,5,3,6,4,0,6,4
1871,5,13,7,12,15,25,11
1872,5,0,5,8,15,7,8
1873,10,3,7,4,8,11,5
1874,27,51,46,49,75,47,60
1875,1,4,1,0,1,1,1
1876,20,53,21,29,23,42,51
1877,12,8,10,3,11,2,5
1878,1,0,1,0,1,2,4
1879,1,0,4,3,1,5,1
1880,8,7,4,4,16,7,7
1881,11,14,12,5,17,13,12
1882,20,22,19,21,34,27,21
1883,95,74,134,142,180,146,142
1884,4,6,7,2,15,6,11
1885,1,5,8,4,11,21,5
1886,42,30,51,36,69,14,46
1887,7,2,4,3,4,5,1
1888,7,7,4,8,7,3,10
1889,0,0,0,0,0,0,1
1890,1,2,1,2,1,1,0
1891,5,1,6,2,3,4,7
1892,32,29,15,15,19,21,10
1893,18,18,12,3,16,16,8
1894,2,1,0,0,0,2,0
1895,7,7,7,10,13,16,20
1896,1,3,1,1,1,0,0
1897,6,3,11,3,3,6,0
1898,23,26,21,23,17,26,26
1899,4,6,9,5,11,8,7
1900,0,0,0,0,0,0,2
1901,2,2,1,3,6,9,3
1902,7,0,3,3,4,5,2
1903,13,19,26,32,46,74,25
1904,3,4,5,4,2,7,11
1905,1,1,1,0,2,0,4
1906,35,29,47,44,39,55,52
1907,6,6,4,1,1,2,3
1908,25,17,17,9,33,18,22
1909,4,5,3,8,2,7,7
1910,5,1,0,1,2,3,4
1911,645,717,684,749,1232,1172,1017
1912,5,14,8,8,14,21,11
1913,6,4,6,3,3,3,5
1914,2,1,1,1,1,2,0
1915,5,0,7,4,2,7,14
1916,0,2,0,2,0,0,1
1917,9,6,7,9,12,16,11
1918,2,3,3,2,0,0,1
1919,24,28,20,20,16,22,17
1920,1,3,1,2,0,1,5
1921,12,8,15,16,24,22,21
1922,7,5,9,7,16,10,7
1923,7,11,10,9,16,17,20
1924,29,17,35,51,27,40,37
1925,2,1,1,0,4,1,5
1926,11,9,2,6,7,6,11
1927,7,6,6,9,11,9,7
1928,38,39,71,104,68,59,48
1929,1,2,2,0,0,2,1
1930,41,30,7,13,23,12,5
1931,8,8,12,6,6,20,5
1932,4,3,1,0,4,6,3
1933,7,4,7,10,14,14,10
1934,25,19,25,19,38,57,48
1935,244,253,214,327,265,384,318
1936,11,17,22,17,38,34,25
1937,0,3,0,1,4,0,4
1938,20,6,16,12,43,25,16
1939,6,8,8,9,10,7,3
1940,11,16,10,10,17,15,15
1941,7,7,8,4,7,8,7
1942,10,13,9,16,35,13,15
1943,8,3,6,6,3,9,9
1944,26,22,22,29,22,34,23
1945,12,15,17,14,24,31,14
1946,1,5,6,9,5,9,3
1947,1,0,0,2,0,0,0
1948,6,3,3,6,4,4,4
1949,2,3,2,0,2,1,2
1950,8,14,8,9,22,42,26
1951,34,44,32,28,42,47,44
1952,10,13,9,11,13,13,5
1953,6,12,18,11,17,23,17
1954,5,7,9,15,5,17,5
1955,11,17,13,21,43,28,25
1956,2,4,3,4,4,3,3
1957,0,0,2,0,4,0,1
1958,5,3,3,6,1,7,1
1959,8,4,13,21,12,5,12
1960,40,46,58,51,53,68,41
1961,1,2,3,0,4,2,1
1962,10,3,8,2,3,1,0
1963,2,2,2,0,0,0,1
1964,3,3,4,7,10,17,2
1965,6,3,8,5,9,2,5
1966,0,5,7,2,2,5,2
1967,0,3,0,8,2,2,4
1968,1,1,2,0,0,2,3
1969,13,10,14,11,18,18,16
1970,8,6,8,7,2,7,2
1971,7,1,0,1,1,1,6
1972,27,10,15,17,20,38,9
1973,3,6,6,13,15,11,8
1974,5,2,4,3,2,1,0
1975,15,23,25,17,30,34,39
1976,34,49,46,66,72,67,105
1977,29,38,35,32,36,35,35
1978,7,10,12,6,4,12,12
1979,2,2,7,3,9,5,1
1980,12,13,18,22,29,16,23
1981,3,4,3,3,3,10,6
1982,11,4,9,6,9,13,19
1983,2,4,3,8,9,4,9
1984,4,2,4,1,2,3,5
1985,14,26,20,25,23,24,19
1986,21,14,10,24,33,24,31
1987,1,1,1,1,2,5,1
1988,6,10,11,7,41,45,41
1989,9,7,9,10,14,4,9
1990,20,13,21,13,18,22,27
1991,0,0,3,2,1,3,0
1992,67,63,74,90,127,158,93
1993,3,2,2,3,2,7,6
1994,1,4,2,0,5,1,1
1995,3,1,2,2,4,1,2
1996,14,6,10,2,8,8,12
1997,0,5,4,5,6,4,2
1998,35,29,29,35,16,26,38
1999,2,4,5,4,15,17,24
2000,14,13,16,12,11,3,15
